=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.02.26 00:34:01 =~=~=~=~=~=~=~=~=~=~=~=
8e±Ý¹¢’bjºrÂºjRþ0.10,7.44,-7.88
0.11,7.46,-7.85
0.11,7.42,-7.84
0.12,7.42,-7.83
0.13,7.43,-7.85
0.14,7.42,-7.85
0.14,7.41,-7.88
0.14,7.42,-7.85
0.16,7.41,-7.85
0.16,7.38,-7.87
0.15,7.37,-7.89
0.14,7.39,-7.91
0.16,7.40,-7.93
0.16,7.41,-7.91
0.15,7.41,-7.91
0.14,7.42,-7.88
0.16,7.41,-7.90
0.14,7.40,-7.92
0.14,7.42,-7.94
0.15,7.41,-7.91
0.15,7.42,-7.91
0.13,7.41,-7.93
0.14,7.40,-7.94
0.13,7.38,-7.96
0.14,7.40,-7.91
0.13,7.42,-7.93
0.13,7.43,-7.94
0.13,7.42,-7.96
0.14,7.43,-7.93
0.14,7.43,-7.89
0.14,7.41,-7.85
0.15,7.42,-7.87
0.16,7.45,-7.86
0.15,7.46,-7.86
0.14,7.48,-7.89
0.15,7.47,-7.87
0.15,7.46,-7.89
0.15,7.47,-7.89
0.15,7.48,-7.86
0.15,7.46,-7.86
0.16,7.45,-7.86
0.17,7.44,-7.83
0.15,7.43,-7.83
0.17,7.44,-7.80
0.17,7.45,-7.80
0.17,7.44,-7.80
0.16,7.43,-7.81
0.16,7.44,-7.85
0.16,7.42,-7.88
0.15,7.39,-7.87
0.14,7.40,-7.87
0.16,7.44,-7.84
0.16,7.43,-7.84
0.17,7.42,-7.83
0.16,7.41,-7.85
0.15,7.41,-7.87
0.15,7.42,-7.87
0.14,7.41,-7.89
0.14,7.43,-7.88
0.15,7.42,-7.88
0.17,7.43,-7.85
0.16,7.44,-7.86
0.16,7.43,-7.85
0.16,7.42,-7.85
0.16,7.39,-7.85
0.15,7.41,-7.83
0.15,7.43,-7.85
0.17,7.42,-7.83
0.15,7.41,-7.83
0.15,7.40,-7.82
0.16,7.39,-7.78
0.16,7.40,-7.80
0.15,7.42,-7.80
0.16,7.43,-7.83
0.17,7.44,-7.83
0.18,7.47,-7.84
0.17,7.48,-7.84
0.16,7.47,-7.86
0.15,7.47,-7.84
0.15,7.47,-7.84
0.15,7.48,-7.82
0.14,7.49,-7.84
0.14,7.47,-7.86
0.13,7.48,-7.83
0.12,7.46,-7.82
0.11,7.45,-7.86
0.12,7.43,-7.86
0.11,7.45,-7.87
0.11,7.46,-7.85
0.11,7.42,-7.87
0.12,7.41,-7.88
0.11,7.40,-7.87
